2019-07-25 22:59:51,989: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-25 22:59:51,989: [12] m.main:INFO: Beginning analysis
2019-07-25 22:59:52,001: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 22:59:52,309: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 22:59:52,889: [12] m.c.manticore:INFO: Results in /mcore__0q6lh6z
2019-07-25 22:59:53,788: [315] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-07-25 22:59:53,788: [315] m.main:INFO: Beginning analysis
2019-07-25 22:59:53,798: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 23:00:41,670: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 23:02:32,365: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:02:57,233: [1723] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:03:20,141: [1738] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:03:48,546: [1720] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:04:24,045: [1732] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:04:31,325: [1720] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:05:04,261: [1732] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:07:44,761: [1753] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 23:08:26,745: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 128)
2019-07-25 23:08:28,577: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 129)
2019-07-25 23:08:31,325: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 130)
2019-07-25 23:08:34,075: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 131)
2019-07-25 23:08:36,077: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 132)
2019-07-25 23:08:37,865: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 133)
2019-07-25 23:08:41,858: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 134)
2019-07-25 23:08:45,341: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 135)
2019-07-25 23:08:47,441: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 136)
2019-07-25 23:08:49,261: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 137)
2019-07-25 23:08:51,449: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 138)
2019-07-25 23:08:54,041: [1755] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1064778687674682064768855024991124674347475352703, offset 139)
