2019-07-24 08:38:32,278: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall, DetectIntegerOverflow
2019-07-24 08:38:32,279: [12] m.main:INFO: Beginning analysis
2019-07-24 08:38:32,294: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 08:38:52,336: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 08:41:53,899: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 128)
2019-07-24 08:41:55,880: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 129)
2019-07-24 08:41:57,676: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 130)
2019-07-24 08:41:58,983: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 131)
2019-07-24 08:42:00,613: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 132)
2019-07-24 08:42:02,303: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 133)
2019-07-24 08:42:03,688: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 134)
2019-07-24 08:42:06,615: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 135)
2019-07-24 08:42:07,615: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 136)
2019-07-24 08:42:09,279: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 137)
2019-07-24 08:42:10,311: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 138)
2019-07-24 08:42:11,869: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 139)
2019-07-24 08:42:13,116: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 140)
2019-07-24 08:42:14,316: [1355] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 315881265945754033357018638636959161324708430999, offset 141)
