2019-07-25 19:29:15,308: [12] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid
2019-07-25 19:29:15,308: [12] m.main:INFO: Beginning analysis
2019-07-25 19:29:15,323: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 19:29:15,551: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 19:29:16,036: [12] m.c.manticore:INFO: Results in /mcore_sju13at_
2019-07-25 19:29:16,813: [315] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectUninitializedStorage, DetectSuicidal, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-25 19:29:16,813: [315] m.main:INFO: Beginning analysis
2019-07-25 19:29:16,825: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 19:29:33,319: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:29:34,608: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:29:56,692: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 19:30:37,367: [1524] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:31:30,620: [1533] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 19:31:42,467: [1533] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:31:52,275: [1537] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 19:32:00,787: [1541] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:32:56,995: [1533] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 19:33:24,211: [1533] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 19:33:28,175: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 19:36:56,207: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 128)
2019-07-25 19:37:06,492: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 129)
2019-07-25 19:37:09,416: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 130)
2019-07-25 19:37:12,604: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 131)
2019-07-25 19:37:15,112: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 132)
2019-07-25 19:37:16,595: [1537] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 19:37:19,404: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 133)
2019-07-25 19:37:22,204: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 134)
2019-07-25 19:37:24,823: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 135)
2019-07-25 19:37:27,592: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 136)
2019-07-25 19:37:31,472: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 137)
2019-07-25 19:37:34,866: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 138)
2019-07-25 19:37:38,675: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 139)
2019-07-25 19:37:41,855: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 84501125675947153616470868673202959348397237344, offset 140)
