2019-08-02 13:08:05,593: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectIntegerOverflow
2019-08-02 13:08:05,593: [13] m.main:INFO: Beginning analysis
2019-08-02 13:08:05,623: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 13:08:05,771: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-02 13:08:06,056: [13] m.c.manticore:INFO: Results in /mcore__d71124x
2019-08-02 13:08:06,862: [316] m.main:INFO: Registered plugins: DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction
2019-08-02 13:08:06,862: [316] m.main:INFO: Beginning analysis
2019-08-02 13:08:06,872: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 13:08:27,234: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:08:28,443: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:08:52,161: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-02 13:09:18,903: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:09:43,098: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 13:09:48,922: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:09:53,823: [1525] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 13:09:55,526: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:10:23,010: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 13:10:36,231: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 13:10:39,302: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 13:11:55,213: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 128)
2019-08-02 13:11:56,316: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 129)
2019-08-02 13:11:57,911: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 130)
2019-08-02 13:11:59,106: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 131)
2019-08-02 13:12:00,120: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 132)
2019-08-02 13:12:01,322: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 133)
2019-08-02 13:12:02,617: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 134)
2019-08-02 13:12:05,206: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 135)
2019-08-02 13:12:06,322: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 136)
2019-08-02 13:12:07,399: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 137)
2019-08-02 13:12:08,489: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 138)
2019-08-02 13:12:10,123: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 139)
2019-08-02 13:12:11,515: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 140)
2019-08-02 13:12:12,803: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 141)
2019-08-02 13:12:14,014: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 142)
2019-08-02 13:12:15,002: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 143)
2019-08-02 13:12:16,113: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 144)
2019-08-02 13:12:17,211: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 145)
2019-08-02 13:12:18,404: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 146)
2019-08-02 13:12:21,904: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 147)
2019-08-02 13:12:23,113: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 148)
2019-08-02 13:12:24,423: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 149)
2019-08-02 13:12:25,519: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 150)
2019-08-02 13:12:26,517: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 151)
2019-08-02 13:12:27,607: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 152)
2019-08-02 13:12:28,614: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 153)
2019-08-02 13:12:29,710: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 154)
2019-08-02 13:12:30,717: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 155)
2019-08-02 13:12:32,016: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 156)
2019-08-02 13:12:33,029: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 157)
2019-08-02 13:12:33,177: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 128)
2019-08-02 13:12:34,016: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 158)
2019-08-02 13:12:34,203: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 218002593606622298797377641766619104578977538136, offset 129)
