2019-07-25 16:28:33,828: [12] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectIntegerOverflow, DetectUnusedRetVal, DetectUninitializedStorage, DetectDelegatecall, DetectReentrancyAdvanced
2019-07-25 16:28:33,828: [12] m.main:INFO: Beginning analysis
2019-07-25 16:28:33,852: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:28:34,075: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 16:28:34,510: [12] m.c.manticore:INFO: Results in /mcore_ki2xowd7
2019-07-25 16:28:35,395: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectUnusedRetVal, DetectUninitializedMemory, DetectSuicidal, DetectEnvInstruction
2019-07-25 16:28:35,395: [315] m.main:INFO: Beginning analysis
2019-07-25 16:28:35,412: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:29:18,744: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 16:30:58,117: [1732] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:31:32,753: [1721] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:31:45,529: [1738] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:32:11,529: [1735] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:32:52,681: [1735] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:33:07,721: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:33:47,025: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:36:21,541: [1735] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:37:16,617: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 128)
2019-07-25 16:37:19,153: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 129)
2019-07-25 16:37:21,292: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 130)
2019-07-25 16:37:23,787: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 131)
2019-07-25 16:37:26,274: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 132)
2019-07-25 16:37:28,178: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 133)
2019-07-25 16:37:31,974: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 134)
2019-07-25 16:37:34,250: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 135)
2019-07-25 16:37:37,877: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 136)
2019-07-25 16:37:40,757: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 137)
2019-07-25 16:37:43,613: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 138)
2019-07-25 16:37:45,580: [1735] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1185256262450340793965124915089597778652245092142, offset 139)
