/unique_contracts/0x7ad96a52a5ff08609c0b85ddb64c28dee20e93af.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_BALANCE_EQUALITY
patternId: 5094ad
severity: 1
line: 532
column: 12
content: this.balance!=0

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 340
column: 2
content: functiongetBalance()publicconstantreturns(uint){returnOppToken.balanceOf(this);}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 374
column: 2
content: functiongetAssetsOwners(uint_index)onlyOwnerpublicconstantreturns(address){returnassetOwners[_index];}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 388
column: 2
content: functiongetTokenAddHold()onlyOwnerpublicconstantreturns(uint){returntokenAddHold;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 391
column: 2
content: functiongetTokenWithdrawHold()onlyOwnerpublicconstantreturns(uint){returntokenWithdrawHold;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 394
column: 2
content: functiongetHolderIndex()onlyOwnerpublicconstantreturns(uint){returnholderIndex;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 397
column: 2
content: functiongetHolderWithdrawIndex()onlyOwnerpublicconstantreturns(uint){returnholderWithdrawIndex;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 575
column: 2
content: functiongetAssetsOwners(uint_index)onlyOwnerpublicconstantreturns(address){returnassetOwners[_index];}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 579
column: 2
content: functiongetTokenBalance()onlyAssetsOwnerspublicconstantreturns(uint){returntoken.balanceOf(this);}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 582
column: 2
content: functiongetEthRaised()onlyAssetsOwnerspublicconstantreturns(uint){returnethRaised;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 585
column: 2
content: functiongetBonus()onlyAssetsOwnerspublicconstantreturns(uint){returnbonus;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 588
column: 2
content: functiongetTokenRaised()onlyAssetsOwnerspublicconstantreturns(uint){returntokenRaised;}

ruleId: SOLIDITY_ERC20_APPROVE
patternId: af782c
severity: 2
line: 135
column: 2
content: functionapprove(address_spender,uint256_value)publicreturns(bool){allowed[msg.sender][_spender]=_value;Approval(msg.sender,_spender,_value);returntrue;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 541
column: 2
content: functionsetUnholdDate(uintdate)publiconlyOwner{require(state==SaleState.NEW||state==SaleState.SALE);uintoldEndDate=unholdDate;unholdDate=date;ManualChangeUnholdDate(oldEndDate,date);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 547
column: 2
content: functionsetEndDate(uintdate)publiconlyOwner{require(state==SaleState.NEW||state==SaleState.SALE);require(date>now);uintoldEndDate=endDate;endDate=date;ManualChangeEndDate(oldEndDate,date);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 554
column: 2
content: functionsetMinimalContribution(uintminimumAmount)publiconlyOwner{uintoldMinAmount=minimalContribution;minimalContribution=minimumAmount;ChangeMinAmount(oldMinAmount,minimalContribution);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 559
column: 2
content: functionsetBonus(uint8newBonus)publiconlyOwner{require(newBonus>=0);bonus=newBonus;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 299
column: 27
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 301
column: 28
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 302
column: 28
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
