INFO:Detectors:[92m
SafeBlocksFirewall.setProxyContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#74-81) should be declared external
SafeBlocksFirewall.setRulesOwner (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#82-89) should be declared external
SafeBlocksFirewall.setVerbose (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#89-93) should be declared external
SafeBlocksFirewall.setBypassPerContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#97-102) should be declared external
SafeBlocksFirewall.setPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#102-108) should be declared external
SafeBlocksFirewall.setBlockAllAccessPerContractFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#108-116) should be declared external
SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#116-124) should be declared external
SafeBlocksFirewall.removeRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#125-132) should be declared external
SafeBlocksFirewall.addAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#132-139) should be declared external
SafeBlocksFirewall.removeAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#139-146) should be declared external
SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#151-175) should be declared external
SafeBlocksFirewall.allowAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#181-203) should be declared external
SafeBlocksFirewall.getPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#245-253) should be declared external
SafeBlocksFirewall.getBlockAllAccessForFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#253-261) should be declared external
SafeBlocksFirewall.getEnforceBypass (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#261-269) should be declared external
SafeBlocksFirewall.getCustomerRules (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#269) should be declared external
Reference: https://github.com/trailofbits/slither/wiki/Detectors-Documentation#public-function-that-could-be-declared-as-external[0m
INFO:Detectors:[92m
Parameter '_proxy' of SafeBlocksFirewall.setProxyContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#75-76) is not in mixedCase
Parameter '_rulesOwner' of SafeBlocksFirewall.setRulesOwner (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#82-83) is not in mixedCase
Parameter '_verbose' of SafeBlocksFirewall.setVerbose (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#90) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.setBypassPerContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#98) is not in mixedCase
Parameter '_bypass' of SafeBlocksFirewall.setBypassPerContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#98-99) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.setPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#104-105) is not in mixedCase
Parameter '_policyType' of SafeBlocksFirewall.setPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#105) is not in mixedCase
Parameter '_policyEnforcementStatus' of SafeBlocksFirewall.setPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#105) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.setBlockAllAccessPerContractFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#111) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.setBlockAllAccessPerContractFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#111) is not in mixedCase
Parameter '_isBlocked' of SafeBlocksFirewall.setBlockAllAccessPerContractFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#111) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#117-118) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#118) is not in mixedCase
Parameter '_token' of SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#118) is not in mixedCase
Parameter '_tokenLimit' of SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#118-119) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.removeRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#125) is not in mixedCase
