/unique_chucks/6/0x43fb95c7afa1ac1e721f33c695b2a0a94c7ddab2.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ARRAY_LENGTH_MANIPULATION
patternId: 872bdd
severity: 1
line: 218
column: 8
content: plotsOwned[addr].length--

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 85
column: 2
content: functionbalanceOf(addressaddr)constantreturns(uint){returnplotsOwned[addr].length;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 89
column: 2
content: functiontokensOfOwnerByIndex(addressaddr,uintidx)constantreturns(uint){returnplotsOwned[addr][idx];}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 93
column: 2
content: functionownerOf(uintid)constantvalidID(id)returns(address){returnplots[id].owner;}

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 97
column: 2
content: functionisUnowned(uintid)constantvalidID(id)returns(bool){returnplots[id].owner==0x0;}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 213
column: 4
content: for(uint8i=0;i<n;i++){if(plotsOwned[addr][i]==id){plotsOwned[addr][i]=plotsOwned[addr][n-1];deleteplotsOwned[addr][n-1];plotsOwned[addr].length--;break;}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 441gim
severity: 1
line: 119
column: 4
content: LunarPlotplot=plots[id]

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 65
column: 2
content: functionLunarToken(uint_numPlots,uint_initialPriceInWei,uint8_feePercentage,bool_tradingEnabled,bool_subdivisionEnabled,uint8_maxSubdivisions){numPlots=_numPlots;totalSupply=_numPlots;initialPrice=_initialPriceInWei;feePercentage=_feePercentage>100?100:_feePercentage;tradingEnabled=_tradingEnabled;subdivisionEnabled=_subdivisionEnabled;maxSubdivisions=_maxSubdivisions;owner=msg.sender;beneficiary=msg.sender;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 85
column: 2
content: functionbalanceOf(addressaddr)constantreturns(uint){returnplotsOwned[addr].length;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 89
column: 2
content: functiontokensOfOwnerByIndex(addressaddr,uintidx)constantreturns(uint){returnplotsOwned[addr][idx];}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 93
column: 2
content: functionownerOf(uintid)constantvalidID(id)returns(address){returnplots[id].owner;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 97
column: 2
content: functionisUnowned(uintid)constantvalidID(id)returns(bool){returnplots[id].owner==0x0;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 101
column: 2
content: functiontransfer(uintid,addressnewOwner,stringnewData)validID(id)isOwnerOf(id)tradingIsEnabledreturns(bool){plots[id].owner=newOwner;if(bytes(newData).length!=0){plots[id].metadata=newData;}Transfer(msg.sender,newOwner,id);addPlot(newOwner,id);removePlot(msg.sender,id);returntrue;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 116
column: 2
