2019-07-26 09:42:40,202: [12] m.main:INFO: Registered plugins: DetectSuicidal, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid
2019-07-26 09:42:40,202: [12] m.main:INFO: Beginning analysis
2019-07-26 09:42:40,245: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 09:42:40,437: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 09:42:40,987: [12] m.c.manticore:INFO: Results in /mcore_toxqtmb8
2019-07-26 09:42:41,826: [315] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory
2019-07-26 09:42:41,826: [315] m.main:INFO: Beginning analysis
2019-07-26 09:42:41,847: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 09:43:13,114: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 09:44:05,738: [1485] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 09:44:36,202: [1498] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 09:45:20,106: [1495] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 09:45:25,952: [1488] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 09:46:16,163: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 128)
2019-07-26 09:46:17,046: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 129)
2019-07-26 09:46:18,150: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 130)
2019-07-26 09:46:18,946: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 131)
2019-07-26 09:46:19,658: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 132)
2019-07-26 09:46:21,351: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 133)
2019-07-26 09:46:22,138: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 134)
2019-07-26 09:46:22,750: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 135)
2019-07-26 09:46:23,441: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 136)
2019-07-26 09:46:24,517: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 137)
2019-07-26 09:46:25,029: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 138)
2019-07-26 09:46:25,659: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 139)
2019-07-26 09:46:26,355: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 140)
2019-07-26 09:46:27,047: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 141)
2019-07-26 09:46:27,657: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 142)
2019-07-26 09:46:28,450: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 143)
2019-07-26 09:46:29,160: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 144)
2019-07-26 09:46:31,144: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 145)
2019-07-26 09:46:31,960: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 146)
2019-07-26 09:46:32,738: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 147)
2019-07-26 09:46:33,558: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 148)
2019-07-26 09:46:34,563: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 149)
2019-07-26 09:46:35,542: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 150)
2019-07-26 09:46:36,160: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 151)
2019-07-26 09:46:36,955: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 152)
2019-07-26 09:46:37,654: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 153)
2019-07-26 09:46:38,350: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 154)
2019-07-26 09:46:39,074: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 155)
2019-07-26 09:46:39,848: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 156)
2019-07-26 09:46:40,651: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 157)
2019-07-26 09:46:41,518: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 158)
2019-07-26 09:46:42,845: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 159)
2019-07-26 09:46:45,056: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 128)
2019-07-26 09:46:45,350: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 128)
2019-07-26 09:46:45,855: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 129)
2019-07-26 09:46:46,152: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 129)
2019-07-26 09:46:46,554: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 130)
2019-07-26 09:46:46,947: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 130)
2019-07-26 09:46:47,259: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 131)
2019-07-26 09:46:47,967: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 132)
2019-07-26 09:46:47,968: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 131)
2019-07-26 09:46:48,542: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 132)
2019-07-26 09:46:48,556: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 133)
2019-07-26 09:46:49,051: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 134)
2019-07-26 09:46:49,258: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 133)
2019-07-26 09:46:49,564: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 135)
2019-07-26 09:46:49,860: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 134)
2019-07-26 09:46:50,447: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 135)
2019-07-26 09:46:50,760: [1486] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 136)
2019-07-26 09:46:50,939: [1491] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 751539732163651722390915238344656336107141334865, offset 136)
