2019-08-06 18:21:21,403: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectUninitializedStorage, DetectUnusedRetVal, DetectIntegerOverflow, DetectReentrancySimple, DetectUninitializedMemory
2019-08-06 18:21:21,404: [12] m.main:INFO: Beginning analysis
2019-08-06 18:21:21,439: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 18:21:21,573: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-06 18:21:21,865: [12] m.c.manticore:INFO: Results in /mcore_uruy53yq
2019-08-06 18:21:22,701: [315] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectSuicidal, DetectIntegerOverflow, DetectEnvInstruction, DetectUninitializedMemory, DetectInvalid, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectReentrancySimple, DetectReentrancyAdvanced, DetectDelegatecall
2019-08-06 18:21:22,701: [315] m.main:INFO: Beginning analysis
2019-08-06 18:21:22,738: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 18:21:25,943: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-06 18:26:50,246: [315] m.e.manticore:INFO: 2 alive states, 8 terminated states
2019-08-06 18:26:51,767: [315] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-06 18:33:53,297: [1857] m.c.worker:ERROR: Exception in state 1: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-06 18:34:00,248: [315] m.e.manticore:INFO: 4 alive states, 23 terminated states
2019-08-06 18:34:02,276: [3868] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-06 18:34:02,302: [3867] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-06 18:34:02,405: [3870] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-06 18:34:02,433: [3900] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-08-06 18:34:02,455: [3888] m.c.manticore:INFO: Generated testcase No. 5 - REVERT(2 txs)
2019-08-06 18:34:02,488: [3879] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-08-06 18:34:02,528: [3875] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(1 txs)
2019-08-06 18:34:02,543: [3883] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-06 18:34:02,620: [3893] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(2 txs)
2019-08-06 18:34:02,623: [3897] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(2 txs)
2019-08-06 18:34:13,003: [3875] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(2 txs)
2019-08-06 18:34:14,753: [3893] m.c.manticore:INFO: Generated testcase No. 11 - THROW(2 txs)
2019-08-06 18:34:14,855: [3900] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(2 txs)
2019-08-06 18:34:15,534: [3879] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(2 txs)
2019-08-06 18:34:15,596: [3888] m.c.manticore:INFO: Generated testcase No. 14 - REVERT(3 txs)
2019-08-06 18:34:15,725: [3897] m.c.manticore:INFO: Generated testcase No. 15 - REVERT(3 txs)
2019-08-06 18:34:16,585: [3883] m.c.manticore:INFO: Generated testcase No. 16 - REVERT(3 txs)
2019-08-06 18:34:17,753: [3868] m.c.manticore:INFO: Generated testcase No. 17 - REVERT(3 txs)
2019-08-06 18:34:18,478: [3870] m.c.manticore:INFO: Generated testcase No. 19 - REVERT(3 txs)
2019-08-06 18:34:18,479: [3867] m.c.manticore:INFO: Generated testcase No. 18 - REVERT(3 txs)
2019-08-06 18:34:25,332: [3875] m.c.manticore:INFO: Generated testcase No. 20 - REVERT(3 txs)
2019-08-06 18:34:28,686: [3879] m.c.manticore:INFO: Generated testcase No. 21 - REVERT(3 txs)
2019-08-06 18:34:29,164: [3900] m.c.manticore:INFO: Generated testcase No. 22 - REVERT(3 txs)
2019-08-06 18:34:30,894: [3888] m.c.manticore:INFO: Generated testcase No. 23 - REVERT(3 txs)
2019-08-06 18:34:31,097: [3883] m.c.manticore:INFO: Generated testcase No. 24 - REVERT(3 txs)
2019-08-06 18:34:31,281: [3897] m.c.manticore:INFO: Generated testcase No. 25 - REVERT(3 txs)
2019-08-06 18:34:33,243: [3868] m.c.manticore:INFO: Generated testcase No. 26 - THROW(3 txs)
2019-08-06 18:34:33,523: [3867] m.c.manticore:INFO: Generated testcase No. 27 - RETURN(2 txs)
