2019-07-23 10:57:12,087: [13] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectUnusedRetVal, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-23 10:57:12,087: [13] m.main:INFO: Beginning analysis
2019-07-23 10:57:12,099: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 10:57:12,373: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 10:57:12,812: [13] m.c.manticore:INFO: Results in /mcore_59elnixu
2019-07-23 10:57:13,672: [316] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid
2019-07-23 10:57:13,672: [316] m.main:INFO: Beginning analysis
2019-07-23 10:57:13,684: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 10:57:27,871: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 10:57:28,976: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 10:57:51,379: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 10:58:30,175: [1527] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 10:59:13,763: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 10:59:25,802: [1527] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 10:59:38,422: [1532] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 11:00:09,651: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 11:00:22,268: [1520] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 11:00:32,114: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 11:02:30,750: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 128)
2019-07-23 11:02:32,314: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 129)
2019-07-23 11:02:34,050: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 130)
2019-07-23 11:02:35,862: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 131)
2019-07-23 11:02:37,635: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 132)
2019-07-23 11:02:39,554: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 133)
2019-07-23 11:02:41,062: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 134)
2019-07-23 11:02:42,854: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 135)
2019-07-23 11:02:47,673: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 136)
2019-07-23 11:02:49,742: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 137)
2019-07-23 11:02:49,758: [1529] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 11:02:51,966: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 138)
2019-07-23 11:02:54,054: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 139)
2019-07-23 11:02:55,813: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 140)
2019-07-23 11:02:57,261: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 141)
2019-07-23 11:02:59,567: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 142)
2019-07-23 11:03:01,059: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 143)
2019-07-23 11:03:03,072: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 144)
2019-07-23 11:03:05,314: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1001384518462330308566544777035827302865246351915, offset 145)
