2019-07-24 09:40:25,850: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall, DetectUninitializedStorage, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectExternalCallAndLeak
2019-07-24 09:40:25,850: [13] m.main:INFO: Beginning analysis
2019-07-24 09:40:25,879: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 09:41:02,509: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 09:49:11,378: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 128)
2019-07-24 09:49:13,476: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 129)
2019-07-24 09:49:16,374: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 130)
2019-07-24 09:49:19,170: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 131)
2019-07-24 09:49:22,473: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 132)
2019-07-24 09:49:23,968: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 133)
2019-07-24 09:49:26,277: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 134)
2019-07-24 09:49:28,481: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 135)
2019-07-24 09:49:31,977: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 136)
2019-07-24 09:49:34,475: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 137)
2019-07-24 09:49:36,570: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 138)
2019-07-24 09:49:38,272: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 139)
2019-07-24 09:49:41,490: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 140)
2019-07-24 09:49:43,378: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 141)
2019-07-24 09:49:45,374: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 142)
2019-07-24 09:49:47,681: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 143)
2019-07-24 09:49:50,778: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 144)
2019-07-24 09:49:53,982: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 145)
2019-07-24 09:49:55,775: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 146)
2019-07-24 09:49:58,453: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 147)
2019-07-24 09:50:00,476: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 148)
2019-07-24 09:50:03,185: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 149)
2019-07-24 09:50:05,457: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 150)
2019-07-24 09:50:09,087: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 151)
2019-07-24 09:50:11,713: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 152)
2019-07-24 09:50:14,265: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 153)
2019-07-24 09:50:16,778: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 154)
2019-07-24 09:50:19,984: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 155)
2019-07-24 09:50:22,661: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 156)
2019-07-24 09:50:25,122: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 157)
2019-07-24 09:50:27,679: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 158)
2019-07-24 09:50:32,348: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 159)
2019-07-24 09:50:37,494: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 128)
2019-07-24 09:50:40,584: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 129)
2019-07-24 09:50:43,274: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 130)
2019-07-24 09:50:45,378: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 131)
2019-07-24 09:50:47,388: [1716] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 993424804165233871399166718891990689849692769145, offset 132)
