2019-07-25 00:21:10,373: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-25 00:21:10,373: [12] m.main:INFO: Beginning analysis
2019-07-25 00:21:10,391: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 00:21:10,629: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 00:21:11,167: [12] m.c.manticore:INFO: Results in /mcore_l9e6w_9f
2019-07-25 00:21:12,043: [315] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectReentrancyAdvanced
2019-07-25 00:21:12,044: [315] m.main:INFO: Beginning analysis
2019-07-25 00:21:12,058: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 00:21:29,061: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:21:30,238: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:21:53,881: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 00:22:39,545: [1517] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:23:34,934: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 00:23:47,070: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:23:49,050: [1521] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 00:24:01,626: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:24:50,450: [1524] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 00:25:20,802: [1524] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 00:25:30,858: [1517] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 00:27:58,754: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 128)
2019-07-25 00:28:01,162: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 129)
2019-07-25 00:28:03,440: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 130)
2019-07-25 00:28:05,538: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 131)
2019-07-25 00:28:07,502: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 132)
2019-07-25 00:28:09,519: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 133)
2019-07-25 00:28:11,571: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 134)
2019-07-25 00:28:13,330: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 135)
2019-07-25 00:28:15,070: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 136)
2019-07-25 00:28:16,367: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 137)
2019-07-25 00:28:18,458: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 138)
2019-07-25 00:28:20,958: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 139)
2019-07-25 00:28:27,518: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 140)
2019-07-25 00:28:29,723: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 141)
2019-07-25 00:28:31,650: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 142)
2019-07-25 00:28:34,142: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 143)
2019-07-25 00:28:35,862: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 144)
2019-07-25 00:28:38,306: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 145)
2019-07-25 00:28:40,315: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 146)
2019-07-25 00:28:43,264: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 147)
2019-07-25 00:28:44,866: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 148)
2019-07-25 00:28:46,551: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 149)
2019-07-25 00:28:48,267: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 150)
2019-07-25 00:28:50,069: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 151)
2019-07-25 00:28:51,566: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 152)
2019-07-25 00:28:52,876: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 153)
2019-07-25 00:28:55,069: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 154)
2019-07-25 00:28:59,234: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 128)
2019-07-25 00:29:01,365: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 155)
2019-07-25 00:29:01,851: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 129)
2019-07-25 00:29:04,046: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 156)
2019-07-25 00:29:04,142: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 130)
2019-07-25 00:29:06,127: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 157)
2019-07-25 00:29:07,469: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 131)
2019-07-25 00:29:08,871: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 158)
2019-07-25 00:29:09,226: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 132)
2019-07-25 00:29:11,059: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 159)
2019-07-25 00:29:12,150: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 133)
2019-07-25 00:29:14,510: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 134)
2019-07-25 00:29:17,210: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 135)
2019-07-25 00:29:19,938: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 136)
2019-07-25 00:29:21,458: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 128)
2019-07-25 00:29:24,430: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 129)
2019-07-25 00:29:26,574: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 130)
2019-07-25 00:29:27,530: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 137)
2019-07-25 00:29:29,502: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 131)
2019-07-25 00:29:30,942: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 138)
2019-07-25 00:29:32,950: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 132)
2019-07-25 00:29:33,530: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 139)
2019-07-25 00:29:36,250: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 133)
2019-07-25 00:29:37,010: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 140)
2019-07-25 00:29:39,254: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 134)
2019-07-25 00:29:39,830: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 141)
2019-07-25 00:29:42,418: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 142)
2019-07-25 00:29:42,610: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 135)
2019-07-25 00:29:45,510: [1520] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 136)
2019-07-25 00:29:45,550: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 143)
2019-07-25 00:29:48,048: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1405241056964180054554696083217978368153218446033, offset 144)
