2019-07-24 06:42:09,364: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectEnvInstruction, DetectUninitializedMemory, DetectUnusedRetVal
2019-07-24 06:42:09,365: [12] m.main:INFO: Beginning analysis
2019-07-24 06:42:09,377: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 06:42:09,595: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 06:42:10,097: [12] m.c.manticore:INFO: Results in /mcore_eykon7rt
2019-07-24 06:42:11,074: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectSuicidal
2019-07-24 06:42:11,074: [315] m.main:INFO: Beginning analysis
2019-07-24 06:42:11,088: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 06:42:27,269: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:42:28,496: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:42:52,186: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 06:43:32,548: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:44:25,634: [1525] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 06:44:38,846: [1525] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:44:45,462: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 06:44:49,822: [1533] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:45:43,946: [1517] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 06:46:12,946: [1517] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 06:46:16,650: [1528] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 06:48:47,263: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 128)
2019-07-24 06:48:49,662: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 129)
2019-07-24 06:48:52,114: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 130)
2019-07-24 06:48:58,856: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 131)
2019-07-24 06:49:01,654: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 132)
2019-07-24 06:49:03,559: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 133)
2019-07-24 06:49:06,067: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 134)
2019-07-24 06:49:08,746: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 135)
2019-07-24 06:49:11,446: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 136)
2019-07-24 06:49:13,946: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 137)
2019-07-24 06:49:17,339: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 138)
2019-07-24 06:49:20,030: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 139)
2019-07-24 06:49:22,738: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 140)
2019-07-24 06:49:28,759: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 141)
2019-07-24 06:49:31,830: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 142)
2019-07-24 06:49:35,150: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 143)
2019-07-24 06:49:37,750: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 144)
2019-07-24 06:49:40,450: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 145)
2019-07-24 06:49:42,854: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 146)
2019-07-24 06:49:46,667: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 147)
2019-07-24 06:49:48,822: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 148)
2019-07-24 06:49:50,815: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 149)
2019-07-24 06:49:53,406: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 150)
2019-07-24 06:49:56,159: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 151)
2019-07-24 06:49:58,822: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 152)
2019-07-24 06:50:02,946: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 153)
2019-07-24 06:50:09,638: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 154)
2019-07-24 06:50:12,138: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 155)
2019-07-24 06:50:16,558: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 156)
2019-07-24 06:50:19,252: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 157)
2019-07-24 06:50:22,026: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 158)
2019-07-24 06:50:25,063: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 159)
2019-07-24 06:50:32,659: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 128)
2019-07-24 06:50:35,026: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 129)
2019-07-24 06:50:35,102: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 128)
2019-07-24 06:50:38,062: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 129)
2019-07-24 06:50:38,750: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 130)
2019-07-24 06:50:40,710: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 130)
2019-07-24 06:50:42,159: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 131)
2019-07-24 06:50:44,367: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 131)
2019-07-24 06:50:45,038: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 132)
2019-07-24 06:50:47,650: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 132)
2019-07-24 06:50:48,262: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 133)
2019-07-24 06:50:50,950: [1517] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 134)
2019-07-24 06:50:51,455: [1533] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 220273428124259755421022716677639246078209931447, offset 133)
